"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1987,973,25000,"0.04","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1988,4760,25000,"0.19","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1989,6780,25000,"0.27","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1990,6420,25000,"0.26","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1991,7470,21300,"0.35","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1992,8760,5750,"1.52","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1993,8240,10800,"0.76","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1994,966,11700,"0.08","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1995,152,11700,"0.01","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1996,6900,9850,"0.70","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1997,7890,11700,"0.67","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1998,9800,11700,"0.84","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",1999,4910,12400,"0.40","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2000,5130,12400,"0.41","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2001,741,12400,"0.06","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2002,3390,12400,"0.27","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2003,5030,7460,"0.67","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2004,6980,7460,"0.94","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2005,8860,13000,"0.68","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2006,11900,13000,"0.92","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2007,7900,13000,"0.61","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2008,10100,13000,"0.78","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2009,12300,13000,"0.95","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2010,11100,13000,"0.85","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2011,12300,13000,"0.95","pelagic-oceanic","Mike's data"
"Capelin Gulf of St. Lawrence","Canada east","Capelin Gulf of St. Lawrence__",2012,9470,13000,"0.73","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1986,1333000,1290000,"1.03","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1987,1116000,1115000,"1.00","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1988,1036000,1065000,"0.97","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1990,314000,250000,"1.26","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1991,677000,740000,"0.91","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1992,788000,9e+05,"0.88","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1993,1179000,1250000,"0.94","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1994,864000,850000,"1.02","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1995,930000,1390000,"0.67","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1996,1571000,1600000,"0.98","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1997,1245000,1265000,"0.98","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1998,1100000,1200000,"0.92","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",1999,934000,1e+06,"0.93","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2000,1071000,1090000,"0.98","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2001,1250000,1300000,"0.96","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2002,988000,1e+06,"0.99","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2003,741000,9e+05,"0.82","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2004,784000,985000,"0.80","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2005,238000,235000,"1.01","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2006,377000,385000,"0.98","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2007,202000,207000,"0.98","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2009,151000,150000,"1.01","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2010,391000,390000,"1.00","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2011,747000,765000,"0.98","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2012,551000,570000,"0.97","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2013,142000,160000,"0.89","pelagic-oceanic","Mike's data"
"Capelin IIa-V-XIV","Europe-ICES-nonEU","Capelin IIa-V-XIV_V-XIV-IIaW_full",2014,517000,580000,"0.89","pelagic-oceanic","Mike's data"
"Chilean jack mackerel Chilean EEZ and offshore","South America","Chilean jack mackerel Chilean EEZ and offshore__",2013,353123,438000,"0.81","pelagic-oceanic","Mike's data"
"Chilean jack mackerel Chilean EEZ and offshore","South America","Chilean jack mackerel Chilean EEZ and offshore__",2014,410335,440000,"0.93","pelagic-oceanic","Mike's data"
"Chilean jack mackerel Chilean EEZ and offshore","South America","Chilean jack mackerel Chilean EEZ and offshore__",2015,433650,460000,"0.94","pelagic-oceanic","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2002,291,2000,"0.15","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2003,23,2000,"0.01","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2004,118,2000,"0.06","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2005,112,2000,"0.06","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2006,179,2000,"0.09","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2007,125,2000,"0.06","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2008,149,2000,"0.07","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2009,301,2885,"0.10","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2010,372,2447,"0.15","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2011,320,1981,"0.16","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2012,291,1789,"0.16","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2013,401,1690,"0.24","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2014,324,1647,"0.20","demersal","Mike's data"
"Chilipepper Southern Pacific Coast","US west","Chilipepper Southern Pacific Coast__full",2015,200,1628,"0.12","demersal","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",1991,478,500,"0.96","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",1992,346,200,"1.73","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",1997,0,1000,"0.00","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",1998,211,300,"0.70","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",1999,159,250,"0.64","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2000,93,200,"0.46","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2001,86,150,"0.58","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2002,62,100,"0.62","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2003,75,100,"0.75","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2004,76,100,"0.76","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2005,88,100,"0.88","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2006,87,100,"0.87","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2007,79,91,"0.87","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2008,107,100,"1.07","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2009,86,100,"0.86","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2010,93,100,"0.93","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2011,71,100,"0.71","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2012,72,100,"0.72","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2013,58,100,"0.58","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2014,36,100,"0.36","benthopelagic","Mike's data"
"common gemfish Southeast Australia","Australia","common gemfish Southeast Australia__full",2015,35,100,"0.35","benthopelagic","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1987,1220,1600,"0.76","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1988,1150,1100,"1.05","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1989,990,1000,"0.99","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1990,1190,1200,"0.99","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1991,1110,1200,"0.93","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1992,980,1200,"0.82","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1993,930,1100,"0.85","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1994,1010,1100,"0.92","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1995,1160,1100,"1.05","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1996,1000,1000,"1.00","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1997,930,900,"1.03","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1998,880,850,"1.04","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",1999,1010,960,"1.05","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2000,1090,1160,"0.94","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2001,1170,1020,"1.15","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2002,1350,1070,"1.26","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2003,1390,1240,"1.12","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2004,1250,1050,"1.19","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2005,1040,1000,"1.04","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2006,950,950,"1.00","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2007,950,890,"1.07","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2008,800,964,"0.83","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2009,790,993,"0.80","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2010,860,993,"0.87","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2011,1030,1241,"0.83","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2012,1100,1060,"1.04","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2013,1100,1100,"1.00","demersal","Mike's data"
"Common sole Celtic Sea","Europe-ICES-EU","Common sole Celtic Sea_VIIf-g_full",2014,1040,1001,"1.04","demersal","Mike's data"
"Common sole ICES VIId","Europe-ICES-EU","Common sole ICES VIId_VIId_full",1987,4800,3850,"1.25","demersal","Mike's data"
"Common sole ICES VIId","Europe-ICES-EU","Common sole ICES VIId_VIId_full",1988,3900,3850,"1.01","demersal","Mike's data"
"Common sole ICES VIId","Europe-ICES-EU","Common sole ICES VIId_VIId_full",1989,3800,3850,"0.99","demersal","Mike's data"
"Common sole ICES VIId","Europe-ICES-EU","Common sole ICES VIId_VIId_full",1990,3600,3850,"0.94","demersal","Mike's data"
"Common sole ICES VIId","Europe-ICES-EU","Common sole ICES VIId_VIId_full",1991,4400,3850,"1.14","demersal","Mike's data"
"Common sole ICES VIId","Europe-ICES-EU","Common sole ICES VIId_VIId_full",1992,4100,3500,"1.17","demersal","Mike's data"
"Common sole ICES VIId","Europe-ICES-EU","Common sole ICES VIId_VIId_full",1993,4300,3200,"1.34","demersal","Mike's data"
