"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source","council","council_code","stock_code","year_rank","tac_group1","tac_group2","tac_change","rs_key_code"
"Abalone South Africa","South Africa","Abalone South Africa__full",1988,549,540,1.02,"demersal","Mike's data","South Africa",21,1,2,1,3,0,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1989,544,540,1.01,"demersal","Mike's data","South Africa",21,1,3,1,3,0,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1990,545,555,0.98,"demersal","Mike's data","South Africa",21,1,4,1,3,0.0277777777777778,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1991,532,555,0.96,"demersal","Mike's data","South Africa",21,1,5,1,3,0,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1992,575,545,1.05,"demersal","Mike's data","South Africa",21,1,6,2,3,-0.018018018018018,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1993,538,550,0.98,"demersal","Mike's data","South Africa",21,1,7,1,3,0.00917431192660551,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1994,596,575,1.04,"demersal","Mike's data","South Africa",21,1,8,1,3,0.0454545454545455,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1995,602,575,1.05,"demersal","Mike's data","South Africa",21,1,9,1,3,0,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1996,600,575,1.04,"demersal","Mike's data","South Africa",21,1,10,1,3,0,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1997,514,510,1.01,"demersal","Mike's data","South Africa",21,1,11,2,2,-0.11304347826087,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1998,479,470,1.02,"demersal","Mike's data","South Africa",21,1,12,2,3,-0.0784313725490196,1
"Abalone South Africa","South Africa","Abalone South Africa__full",1999,448,455,0.99,"demersal","Mike's data","South Africa",21,1,13,2,3,-0.0319148936170213,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2000,439,440,1,"demersal","Mike's data","South Africa",21,1,14,2,3,-0.032967032967033,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2001,366,368,0.99,"demersal","Mike's data","South Africa",21,1,15,2,2,-0.163636363636364,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2002,327,348,0.94,"demersal","Mike's data","South Africa",21,1,16,2,3,-0.0543478260869565,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2003,234,317,0.74,"demersal","Mike's data","South Africa",21,1,17,2,3,-0.0890804597701149,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2004,204,220,0.93,"demersal","Mike's data","South Africa",21,1,18,2,2,-0.305993690851735,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2005,175,175,1,"demersal","Mike's data","South Africa",21,1,19,2,2,-0.204545454545455,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2006,169,169,1,"demersal","Mike's data","South Africa",21,1,20,2,3,-0.0342857142857143,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2007,75,75,1,"demersal","Mike's data","South Africa",21,1,21,2,2,-0.556213017751479,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2008,24,25,0.96,"demersal","Mike's data","South Africa",21,1,22,2,2,-0.666666666666667,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2010,86,100,0.86,"demersal","Mike's data","South Africa",21,1,23,1,1,3,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2011,116,100,1.16,"demersal","Mike's data","South Africa",21,1,24,1,3,0,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2012,96,100,0.96,"demersal","Mike's data","South Africa",21,1,25,1,3,0,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2013,93,100,0.93,"demersal","Mike's data","South Africa",21,1,26,1,3,0,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2014,55,50,1.11,"demersal","Mike's data","South Africa",21,1,27,2,2,-0.5,1
"Abalone South Africa","South Africa","Abalone South Africa__full",2015,50,50,1,"demersal","Mike's data","South Africa",21,1,28,1,3,0,1
"Acadian redfish Gulf of Maine / Georges Bank","US northeast","Acadian redfish Gulf of Maine / Georges Bank_USA-NMFS-5YZ_full",2011,2721,7959,0.34,"demersal","Mike's data","NEFMC",13,2,2,1,1,0.101439247163022,1
"Acadian redfish Gulf of Maine / Georges Bank","US northeast","Acadian redfish Gulf of Maine / Georges Bank_USA-NMFS-5YZ_full",2012,4445,8786,0.51,"demersal","Mike's data","NEFMC",13,2,3,1,1,0.103907526071114,1
"Acadian redfish Gulf of Maine / Georges Bank","US northeast","Acadian redfish Gulf of Maine / Georges Bank_USA-NMFS-5YZ_full",2013,4024,10462,0.38,"demersal","Mike's data","NEFMC",13,2,4,1,1,0.190758024129297,1
"Acadian redfish Gulf of Maine / Georges Bank","US northeast","Acadian redfish Gulf of Maine / Georges Bank_USA-NMFS-5YZ_full",2014,4748,10909,0.44,"demersal","Mike's data","NEFMC",13,2,5,1,3,0.0427260562034028,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1981,13,200,0.07,"benthic","Mike's data","Canada east",4,3,2,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1986,476,850,0.56,"benthic","Mike's data","Canada east",4,3,3,1,1,3.25,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1987,1069,1200,0.89,"benthic","Mike's data","Canada east",4,3,4,1,1,0.411764705882353,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1988,1125,1200,0.94,"benthic","Mike's data","Canada east",4,3,5,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1989,1269,1200,1.06,"benthic","Mike's data","Canada east",4,3,6,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1990,164,1200,0.14,"benthic","Mike's data","Canada east",4,3,7,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1991,605,1190,0.51,"benthic","Mike's data","Canada east",4,3,8,2,3,-0.00833333333333333,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1992,3,1190,0.00252100840336134,"benthic","Mike's data","Canada east",4,3,9,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1994,244,1200,0.2,"benthic","Mike's data","Canada east",4,3,10,1,3,0.00840336134453781,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1995,4323,1200,3.6,"benthic","Mike's data","Canada east",4,3,11,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1996,3053,3800,0.8,"benthic","Mike's data","Canada east",4,3,12,1,1,2.16666666666667,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1997,3049,3800,0.8,"benthic","Mike's data","Canada east",4,3,13,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1998,2841,3800,0.75,"benthic","Mike's data","Canada east",4,3,14,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",1999,3774,3800,0.99,"benthic","Mike's data","Canada east",4,3,15,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",2000,4238,3800,1.12,"benthic","Mike's data","Canada east",4,3,16,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",2001,3751,3800,0.99,"benthic","Mike's data","Canada east",4,3,17,1,3,0,1
"Aesop shrimp Shrimp Fishing Areas 2-3","Canada east","Aesop shrimp Shrimp Fishing Areas 2-3__full",2002,2517,6300,0.4,"benthic","Mike's data","Canada east",4,3,18,1,1,0.657894736842105,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2003,9778,10000,0.98,"bathydemersal","Mike's data","NPFMC",15,4,2,2,2,-0.166666666666667,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2004,7572,10000,0.76,"bathydemersal","Mike's data","NPFMC",15,4,3,1,3,0,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2005,11079,8000,1.38,"bathydemersal","Mike's data","NPFMC",15,4,4,2,2,-0.2,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2006,17310,8000,2.16,"bathydemersal","Mike's data","NPFMC",15,4,5,1,3,0,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2007,19427,25000,0.78,"bathydemersal","Mike's data","NPFMC",15,4,6,1,1,2.125,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2008,17376,50000,0.35,"bathydemersal","Mike's data","NPFMC",15,4,7,1,1,1,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2009,13945,50000,0.28,"bathydemersal","Mike's data","NPFMC",15,4,8,1,3,0,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2010,16166,50000,0.32,"bathydemersal","Mike's data","NPFMC",15,4,9,1,3,0,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2011,23656,16000,1.48,"bathydemersal","Mike's data","NPFMC",15,4,10,2,2,-0.68,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2012,16611,24000,0.69,"bathydemersal","Mike's data","NPFMC",15,4,11,1,1,0.5,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2013,23523,20000,1.18,"bathydemersal","Mike's data","NPFMC",15,4,12,2,2,-0.166666666666667,1
"Alaska plaice Bering Sea and Aleutian Islands","US Alaska","Alaska plaice Bering Sea and Aleutian Islands_USA-NMFS-BSAI_full",2014,19449,24500,0.79,"bathydemersal","Mike's data","NPFMC",15,4,13,1,1,0.225,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2002,22741,34500,0.66,"pelagic-oceanic","Mike's data","AOHS",1,5,2,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2003,25567,34500,0.74,"pelagic-oceanic","Mike's data","AOHS",1,5,3,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2004,25960,34500,0.75,"pelagic-oceanic","Mike's data","AOHS",1,5,4,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2005,35318,34500,1.02,"pelagic-oceanic","Mike's data","AOHS",1,5,5,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2006,36989,34500,1.07,"pelagic-oceanic","Mike's data","AOHS",1,5,6,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2007,21991,34500,0.64,"pelagic-oceanic","Mike's data","AOHS",1,5,7,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2008,20483,30200,0.68,"pelagic-oceanic","Mike's data","AOHS",1,5,8,2,2,-0.12463768115942,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2009,15380,30200,0.51,"pelagic-oceanic","Mike's data","AOHS",1,5,9,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2010,19509,28000,0.7,"pelagic-oceanic","Mike's data","AOHS",1,5,10,2,3,-0.0728476821192053,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2011,20039,28000,0.72,"pelagic-oceanic","Mike's data","AOHS",1,5,11,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2012,25680,28000,0.92,"pelagic-oceanic","Mike's data","AOHS",1,5,12,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2013,24634,28000,0.88,"pelagic-oceanic","Mike's data","AOHS",1,5,13,1,3,0,1
"Albacore tuna North Atlantic","high seas","Albacore tuna North Atlantic__full",2014,26539,28000,0.95,"pelagic-oceanic","Mike's data","AOHS",1,5,14,1,3,0,1
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",1999,27656,22000,1.26,"pelagic-oceanic","Mike's data","AOHS",1,6,2,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2000,31387,28200,1.11,"pelagic-oceanic","Mike's data","AOHS",1,6,3,1,1,0.281818181818182,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2001,38796,29200,1.33,"pelagic-oceanic","Mike's data","AOHS",1,6,4,1,3,0.0354609929078014,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2002,31746,29200,1.09,"pelagic-oceanic","Mike's data","AOHS",1,6,5,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2003,28002,29200,0.96,"pelagic-oceanic","Mike's data","AOHS",1,6,6,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2004,22543,29200,0.77,"pelagic-oceanic","Mike's data","AOHS",1,6,7,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2005,18882,30915,0.61,"pelagic-oceanic","Mike's data","AOHS",1,6,8,1,3,0.0587328767123288,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2006,24453,30915,0.79,"pelagic-oceanic","Mike's data","AOHS",1,6,9,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2007,20283,30915,0.66,"pelagic-oceanic","Mike's data","AOHS",1,6,10,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2008,18867,29900,0.63,"pelagic-oceanic","Mike's data","AOHS",1,6,11,2,3,-0.0328319585961507,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2009,22265,29900,0.74,"pelagic-oceanic","Mike's data","AOHS",1,6,12,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2010,19225,29900,0.64,"pelagic-oceanic","Mike's data","AOHS",1,6,13,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2011,24129,29900,0.81,"pelagic-oceanic","Mike's data","AOHS",1,6,14,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2012,25061,24000,1.04,"pelagic-oceanic","Mike's data","AOHS",1,6,15,2,2,-0.197324414715719,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2013,19180,24000,0.8,"pelagic-oceanic","Mike's data","AOHS",1,6,16,1,3,0,2
"Albacore tuna South Atlantic","high seas","Albacore tuna South Atlantic__full",2014,13681,24000,0.57,"pelagic-oceanic","Mike's data","AOHS",1,6,17,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1982,469,408,1.15,"benthic","Mike's data","Canada east",4,7,2,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1983,477,408,1.17,"benthic","Mike's data","Canada east",4,7,3,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1984,439,408,1.08,"benthic","Mike's data","Canada east",4,7,4,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1985,851,720,1.18,"benthic","Mike's data","Canada east",4,7,5,1,1,0.764705882352941,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1986,717,720,1,"benthic","Mike's data","Canada east",4,7,6,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1987,578,720,0.8,"benthic","Mike's data","Canada east",4,7,7,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1988,404,720,0.56,"benthic","Mike's data","Canada east",4,7,8,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1989,531,720,0.74,"benthic","Mike's data","Canada east",4,7,9,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1990,714,720,0.99,"benthic","Mike's data","Canada east",4,7,10,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1991,609,720,0.85,"benthic","Mike's data","Canada east",4,7,11,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1992,544,720,0.76,"benthic","Mike's data","Canada east",4,7,12,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1993,702,720,0.98,"benthic","Mike's data","Canada east",4,7,13,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1994,717,720,1,"benthic","Mike's data","Canada east",4,7,14,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1995,464,720,0.64,"benthic","Mike's data","Canada east",4,7,15,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1996,673,720,0.93,"benthic","Mike's data","Canada east",4,7,16,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1997,620,720,0.86,"benthic","Mike's data","Canada east",4,7,17,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1998,589,720,0.82,"benthic","Mike's data","Canada east",4,7,18,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",1999,730,720,1.01,"benthic","Mike's data","Canada east",4,7,19,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2000,717,720,1,"benthic","Mike's data","Canada east",4,7,20,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2001,726,720,1.01,"benthic","Mike's data","Canada east",4,7,21,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2002,718,720,1,"benthic","Mike's data","Canada east",4,7,22,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2003,717,720,1,"benthic","Mike's data","Canada east",4,7,23,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2004,1010,720,1.4,"benthic","Mike's data","Canada east",4,7,24,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2005,780,720,1.08,"benthic","Mike's data","Canada east",4,7,25,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2006,691,720,0.96,"benthic","Mike's data","Canada east",4,7,26,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2007,692,720,0.96,"benthic","Mike's data","Canada east",4,7,27,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2008,541,720,0.75,"benthic","Mike's data","Canada east",4,7,28,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2009,869,720,1.21,"benthic","Mike's data","Canada east",4,7,29,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2010,752,720,1.04,"benthic","Mike's data","Canada east",4,7,30,1,3,0,2
"American Lobster LFA 41","Canada east","American Lobster LFA 41__",2011,654,720,0.91,"benthic","Mike's data","Canada east",4,7,31,1,3,0,2
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1975,872,8010,0.11,"demersal","Mike's data","Canada east",4,8,2,2,2,-0.198198198198198,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1976,2500,8010,0.31,"demersal","Mike's data","Canada east",4,8,3,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1977,6630,8010,0.83,"demersal","Mike's data","Canada east",4,8,4,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1978,3180,5970,0.53,"demersal","Mike's data","Canada east",4,8,5,2,2,-0.254681647940075,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1979,2850,6000,0.48,"demersal","Mike's data","Canada east",4,8,6,1,3,0.0050251256281407,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1980,4900,6000,0.82,"demersal","Mike's data","Canada east",4,8,7,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1981,7400,6000,1.23,"demersal","Mike's data","Canada east",4,8,8,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1982,1850,10000,0.19,"demersal","Mike's data","Canada east",4,8,9,1,1,0.666666666666667,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1983,1310,10000,0.13,"demersal","Mike's data","Canada east",4,8,10,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1984,1080,10000,0.11,"demersal","Mike's data","Canada east",4,8,11,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1985,748,10000,0.07,"demersal","Mike's data","Canada east",4,8,12,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1986,2920,10000,0.29,"demersal","Mike's data","Canada east",4,8,13,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1987,926,10000,0.09,"demersal","Mike's data","Canada east",4,8,14,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1988,880,10000,0.09,"demersal","Mike's data","Canada east",4,8,15,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1989,4150,10000,0.42,"demersal","Mike's data","Canada east",4,8,16,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1990,1830,10000,0.18,"demersal","Mike's data","Canada east",4,8,17,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1991,501,10000,0.05,"demersal","Mike's data","Canada east",4,8,18,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1992,120,10000,0.01,"demersal","Mike's data","Canada east",4,8,19,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1993,85,5000,0.02,"demersal","Mike's data","Canada east",4,8,20,2,2,-0.5,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1994,23,498,0.05,"demersal","Mike's data","Canada east",4,8,21,2,2,-0.9004,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1995,23,109,0.21,"demersal","Mike's data","Canada east",4,8,22,2,2,-0.781124497991968,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1996,23,109,0.21,"demersal","Mike's data","Canada east",4,8,23,1,3,0,3
"American Plaice NAFO-23K","Canada east","American Plaice NAFO-23K__",1997,22,120,0.18,"demersal","Mike's data","Canada east",4,8,24,1,1,0.100917431192661,3
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1981,50158,55000,0.91,"demersal","Mike's data","Canada east",4,9,2,1,1,0.170212765957447,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1982,50337,55000,0.92,"demersal","Mike's data","Canada east",4,9,3,1,3,0,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1983,37720,55000,0.69,"demersal","Mike's data","Canada east",4,9,4,1,3,0,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1984,36063,55000,0.66,"demersal","Mike's data","Canada east",4,9,5,1,3,0,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1985,48081,49000,0.98,"demersal","Mike's data","Canada east",4,9,6,2,2,-0.109090909090909,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1986,57449,55000,1.04,"demersal","Mike's data","Canada east",4,9,7,1,1,0.122448979591837,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1987,53457,48000,1.11,"demersal","Mike's data","Canada east",4,9,8,2,2,-0.127272727272727,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1988,38928,33585,1.16,"demersal","Mike's data","Canada east",4,9,9,2,2,-0.3003125,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1989,41206,30300,1.36,"demersal","Mike's data","Canada east",4,9,10,2,3,-0.0978115230013399,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1990,24006,24900,0.96,"demersal","Mike's data","Canada east",4,9,11,2,2,-0.178217821782178,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1991,25503,25800,0.99,"demersal","Mike's data","Canada east",4,9,12,1,3,0.036144578313253,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1992,10870,25800,0.42,"demersal","Mike's data","Canada east",4,9,13,1,3,0,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1993,7916,10500,0.75,"demersal","Mike's data","Canada east",4,9,14,2,2,-0.593023255813954,4
"American Plaice NAFO-3LNO","Canada east","American Plaice NAFO-3LNO__full",1994,560,4800,0.12,"demersal","Mike's data","Canada east",4,9,15,2,2,-0.542857142857143,4
"American Plaice NAFO-3M","Canada east","American Plaice NAFO-3M__full",1989,3500,2000,1.75,"demersal","Mike's data","Canada east",4,10,2,1,3,0,5
"American Plaice NAFO-3M","Canada east","American Plaice NAFO-3M__full",1990,790,2000,0.4,"demersal","Mike's data","Canada east",4,10,3,1,3,0,5
"American Plaice NAFO-3M","Canada east","American Plaice NAFO-3M__full",1991,1600,2000,0.8,"demersal","Mike's data","Canada east",4,10,4,1,3,0,5
"American Plaice NAFO-3M","Canada east","American Plaice NAFO-3M__full",1992,765,2000,0.38,"demersal","Mike's data","Canada east",4,10,5,1,3,0,5
"American Plaice NAFO-3M","Canada east","American Plaice NAFO-3M__full",1993,275,2000,0.14,"demersal","Mike's data","Canada east",4,10,6,1,3,0,5
"American Plaice NAFO-3M","Canada east","American Plaice NAFO-3M__full",1994,669,1000,0.67,"demersal","Mike's data","Canada east",4,10,7,2,2,-0.5,5
"American Plaice NAFO-3M","Canada east","American Plaice NAFO-3M__full",1995,1300,1000,1.3,"demersal","Mike's data","Canada east",4,10,8,1,3,0,5
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1975,4210,11000,0.38,"demersal","Mike's data","Canada east",4,11,2,1,3,0,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1976,5460,8000,0.68,"demersal","Mike's data","Canada east",4,11,3,2,2,-0.272727272727273,6
"American Plaice NAFO-3Ps","Canada east","American Plaice NAFO-3Ps__",1977,4610,6000,0.77,"demersal","Mike's data","Canada east",4,11,4,2,2,-0.25,6
