"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source","council","council_code","stock_code","year_rank","tac_group1","tac_group2","tac_change","rs_key_code"
"Sea scallop Georges Bank","Canada east","Sea scallop Georges Bank_a; b_pooled",1995,1984,2000,0.99,"benthic","Mike's data","Canada east",4,316,10,2,2,-0.6,50
"Sea scallop Georges Bank","Canada east","Sea scallop Georges Bank_a; b_pooled",1996,2996,3000,1,"benthic","Mike's data","Canada east",4,316,11,1,1,0.5,50
"Sea scallop Georges Bank","Canada east","Sea scallop Georges Bank_a; b_pooled",1997,4259,4250,1,"benthic","Mike's data","Canada east",4,316,12,1,1,0.416666666666667,50
"Sea scallop Georges Bank and Mid-Atlantic Bight","US northeast","Sea scallop Georges Bank and Mid-Atlantic Bight__full",2012,25250,28104,0.9,"benthic","Mike's data","NEFMC",13,314,2,1,1,0.226927442591461,19
"Sea scallop Georges Bank and Mid-Atlantic Bight","US northeast","Sea scallop Georges Bank and Mid-Atlantic Bight__full",2013,17329,20227,0.86,"benthic","Mike's data","NEFMC",13,314,3,2,2,-0.280280387133504,19
"Sea scallop Georges Bank and Mid-Atlantic Bight","US northeast","Sea scallop Georges Bank and Mid-Atlantic Bight__full",2014,13915,20007,0.7,"benthic","Mike's data","NEFMC",13,314,4,2,3,-0.0108765511445098,19
"Sea scallop West Scallop Fishing Area 29","Canada east","Sea scallop West Scallop Fishing Area 29__full",2002,720,800,0.9,"benthic","Mike's data","Canada east",4,317,2,1,1,1,51
"Sea scallop West Scallop Fishing Area 29","Canada east","Sea scallop West Scallop Fishing Area 29__full",2003,232,460,0.5,"benthic","Mike's data","Canada east",4,317,3,2,2,-0.425,51
"Sea scallop West Scallop Fishing Area 29","Canada east","Sea scallop West Scallop Fishing Area 29__full",2004,516,600,0.86,"benthic","Mike's data","Canada east",4,317,4,1,1,0.304347826086957,51
"Sea scallop West Scallop Fishing Area 29","Canada east","Sea scallop West Scallop Fishing Area 29__full",2005,248,250,0.99,"benthic","Mike's data","Canada east",4,317,5,2,2,-0.583333333333333,51
"Sea scallop West Scallop Fishing Area 29","Canada east","Sea scallop West Scallop Fishing Area 29__full",2006,410,400,1.03,"benthic","Mike's data","Canada east",4,317,6,1,1,0.6,51
"Sea scallop West Scallop Fishing Area 29","Canada east","Sea scallop West Scallop Fishing Area 29__full",2007,246,250,0.98,"benthic","Mike's data","Canada east",4,317,7,2,2,-0.375,51
"Sea scallop West Scallop Fishing Area 29","Canada east","Sea scallop West Scallop Fishing Area 29__full",2008,253,250,1.01,"benthic","Mike's data","Canada east",4,317,8,1,3,0,51
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2003,1059,955,1.11,"demersal","Mike's data","PFMC",16,318,2,1,3,0,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2004,915,983,0.93,"demersal","Mike's data","PFMC",16,318,3,1,3,0.0293193717277487,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2005,625,999,0.63,"demersal","Mike's data","PFMC",16,318,4,1,3,0.0162767039674466,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2006,666,1018,0.65,"demersal","Mike's data","PFMC",16,318,5,1,3,0.019019019019019,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2007,1118,2055,0.54,"demersal","Mike's data","PFMC",16,318,6,1,1,1.01866404715128,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2008,1497,2055,0.73,"demersal","Mike's data","PFMC",16,318,7,1,3,0,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2009,1688,2022,0.83,"demersal","Mike's data","PFMC",16,318,8,2,3,-0.0160583941605839,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2010,1469,2001,0.73,"demersal","Mike's data","PFMC",16,318,9,2,3,-0.0103857566765579,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2011,1020,1979,0.52,"demersal","Mike's data","PFMC",16,318,10,2,3,-0.0109945027486257,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2012,938,1957,0.48,"demersal","Mike's data","PFMC",16,318,11,2,3,-0.0111167256189995,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2013,1057,1936,0.55,"demersal","Mike's data","PFMC",16,318,12,2,3,-0.0107307102708227,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2014,878,1917,0.46,"demersal","Mike's data","PFMC",16,318,13,2,3,-0.00981404958677686,18
"Shortspine thornyhead Pacific Coast","US west","Shortspine thornyhead Pacific Coast__full",2015,897,2668,0.34,"demersal","Mike's data","PFMC",16,318,14,1,1,0.391757955138237,18
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2001,10,28,0.35,"demersal","Mike's data","Canada west",5,319,2,1,1,1.15384615384615,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2002,6,18,0.35,"demersal","Mike's data","Canada west",5,319,3,2,2,-0.357142857142857,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2003,8,8,1,"demersal","Mike's data","Canada west",5,319,4,2,2,-0.555555555555556,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2004,19,51,0.37,"demersal","Mike's data","Canada west",5,319,5,1,1,5.375,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2005,9,12,0.79,"demersal","Mike's data","Canada west",5,319,6,2,2,-0.764705882352941,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2006,13,26,0.51,"demersal","Mike's data","Canada west",5,319,7,1,1,1.16666666666667,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2007,13,33,0.38,"demersal","Mike's data","Canada west",5,319,8,1,1,0.269230769230769,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2008,12,27,0.46,"demersal","Mike's data","Canada west",5,319,9,2,2,-0.181818181818182,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2009,8,35,0.22,"demersal","Mike's data","Canada west",5,319,10,1,1,0.296296296296296,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2010,21,69,0.31,"demersal","Mike's data","Canada west",5,319,11,1,1,0.971428571428571,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2011,36,43,0.82,"demersal","Mike's data","Canada west",5,319,12,2,2,-0.376811594202899,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2012,17,20,0.85,"demersal","Mike's data","Canada west",5,319,13,2,2,-0.534883720930233,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2013,17,21,0.82,"demersal","Mike's data","Canada west",5,319,14,1,3,0.05,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2014,5,20,0.25,"demersal","Mike's data","Canada west",5,319,15,2,3,-0.0476190476190476,64
"Sidestripe shrimp SMA 12in","Canada west","Sidestripe shrimp SMA 12in__full",2015,10,104,0.1,"demersal","Mike's data","Canada west",5,319,16,1,1,4.2,64
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2001,3,24,0.12,"demersal","Mike's data","Canada west",5,320,2,1,1,1.66666666666667,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2002,0,21,0.01,"demersal","Mike's data","Canada west",5,320,3,2,2,-0.125,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2003,2,8,0.23,"demersal","Mike's data","Canada west",5,320,4,2,2,-0.619047619047619,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2004,4,8,0.46,"demersal","Mike's data","Canada west",5,320,5,1,3,0,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2005,1,8,0.17,"demersal","Mike's data","Canada west",5,320,6,1,3,0,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2006,1,8,0.16,"demersal","Mike's data","Canada west",5,320,7,1,3,0,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2007,1,8,0.14,"demersal","Mike's data","Canada west",5,320,8,1,3,0,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2008,3,8,0.32,"demersal","Mike's data","Canada west",5,320,9,1,3,0,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2009,1,8,0.14,"demersal","Mike's data","Canada west",5,320,10,1,3,0,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2010,0,8,0.05,"demersal","Mike's data","Canada west",5,320,11,1,3,0,65
"Sidestripe shrimp SMA 12out","Canada west","Sidestripe shrimp SMA 12out__full",2011,1,8,0.09,"demersal","Mike's data","Canada west",5,320,12,1,3,0,65
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2004,11,34,0.32,"demersal","Mike's data","Canada west",5,321,2,1,3,0.0967741935483871,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2005,5,10,0.57,"demersal","Mike's data","Canada west",5,321,3,2,2,-0.705882352941177,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2006,16,18,0.88,"demersal","Mike's data","Canada west",5,321,4,1,1,0.8,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2007,9,18,0.51,"demersal","Mike's data","Canada west",5,321,5,1,3,0,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2008,5,15,0.33,"demersal","Mike's data","Canada west",5,321,6,2,2,-0.166666666666667,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2009,8,31,0.26,"demersal","Mike's data","Canada west",5,321,7,1,1,1.06666666666667,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2010,10,53,0.19,"demersal","Mike's data","Canada west",5,321,8,1,1,0.709677419354839,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2011,3,35,0.08,"demersal","Mike's data","Canada west",5,321,9,2,2,-0.339622641509434,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2012,17,44,0.37,"demersal","Mike's data","Canada west",5,321,10,1,1,0.257142857142857,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2013,20,40,0.49,"demersal","Mike's data","Canada west",5,321,11,2,3,-0.0909090909090909,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2014,9,27,0.33,"demersal","Mike's data","Canada west",5,321,12,2,2,-0.325,66
"Sidestripe shrimp SMA 14","Canada west","Sidestripe shrimp SMA 14__full",2015,18,49,0.38,"demersal","Mike's data","Canada west",5,321,13,1,1,0.814814814814815,66
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2003,3,6,0.57,"demersal","Mike's data","Canada west",5,322,2,2,2,-0.647058823529412,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2004,1,6,0.22,"demersal","Mike's data","Canada west",5,322,3,1,3,0,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2005,3,7,0.47,"demersal","Mike's data","Canada west",5,322,4,1,1,0.166666666666667,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2006,5,7,0.8,"demersal","Mike's data","Canada west",5,322,5,1,3,0,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2007,3,3,1.05,"demersal","Mike's data","Canada west",5,322,6,2,2,-0.571428571428571,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2008,2,11,0.15,"demersal","Mike's data","Canada west",5,322,7,1,1,2.66666666666667,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2009,2,8,0.25,"demersal","Mike's data","Canada west",5,322,8,2,2,-0.272727272727273,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2010,6,24,0.24,"demersal","Mike's data","Canada west",5,322,9,1,1,2,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2011,6,8,0.78,"demersal","Mike's data","Canada west",5,322,10,2,2,-0.666666666666667,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2012,6,8,0.73,"demersal","Mike's data","Canada west",5,322,11,1,3,0,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2013,3,15,0.19,"demersal","Mike's data","Canada west",5,322,12,1,1,0.875,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2014,3,8,0.38,"demersal","Mike's data","Canada west",5,322,13,2,2,-0.466666666666667,67
"Sidestripe shrimp SMA 16","Canada west","Sidestripe shrimp SMA 16__full",2015,1,8,0.18,"demersal","Mike's data","Canada west",5,322,14,1,3,0,67
"Sidestripe shrimp SMA 18","Canada west","Sidestripe shrimp SMA 18__full",2001,4,5,0.91,"demersal","Mike's data","Canada west",5,323,2,1,3,0,68
"Sidestripe shrimp SMA 18","Canada west","Sidestripe shrimp SMA 18__full",2002,3,6,0.48,"demersal","Mike's data","Canada west",5,323,3,1,1,0.2,68
"Sidestripe shrimp SMA 18","Canada west","Sidestripe shrimp SMA 18__full",2003,1,2,0.46,"demersal","Mike's data","Canada west",5,323,4,2,2,-0.666666666666667,68
"Sidestripe shrimp SMA 18","Canada west","Sidestripe shrimp SMA 18__full",2004,3,6,0.56,"demersal","Mike's data","Canada west",5,323,5,1,1,2,68
"Sidestripe shrimp SMA 18","Canada west","Sidestripe shrimp SMA 18__full",2005,4,4,1.06,"demersal","Mike's data","Canada west",5,323,6,2,2,-0.333333333333333,68
"Sidestripe shrimp SMA 18","Canada west","Sidestripe shrimp SMA 18__full",2006,7,8,0.95,"demersal","Mike's data","Canada west",5,323,7,1,1,1,68
"Sidestripe shrimp SMA 18","Canada west","Sidestripe shrimp SMA 18__full",2007,9,8,1.06,"demersal","Mike's data","Canada west",5,323,8,1,3,0,68
"Sidestripe shrimp SMA 18","Canada west","Sidestripe shrimp SMA 18__full",2008,8,8,1.13,"demersal","Mike's data","Canada west",5,323,9,1,3,0,68
"Sidestripe shrimp SMA 18","Canada west","Sidestripe shrimp SMA 18__full",2009,2,10,0.16,"demersal","Mike's data","Canada west",5,323,10,1,1,0.25,68
"Sidestripe shrimp SMA 19","Canada west","Sidestripe shrimp SMA 19__full",2001,1,5,0.26,"demersal","Mike's data","Canada west",5,324,2,2,2,-0.166666666666667,69
"Sidestripe shrimp SMA 19","Canada west","Sidestripe shrimp SMA 19__full",2002,2,7,0.3,"demersal","Mike's data","Canada west",5,324,3,1,1,0.4,69
"Sidestripe shrimp SMA 19","Canada west","Sidestripe shrimp SMA 19__full",2003,1,2,0.39,"demersal","Mike's data","Canada west",5,324,4,2,2,-0.714285714285714,69
"Sidestripe shrimp SMA 19","Canada west","Sidestripe shrimp SMA 19__full",2004,0,2,0.24,"demersal","Mike's data","Canada west",5,324,5,1,3,0,69
"Sidestripe shrimp SMA 19","Canada west","Sidestripe shrimp SMA 19__full",2005,1,2,0.37,"demersal","Mike's data","Canada west",5,324,6,1,3,0,69
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2003,2,50,0.05,"demersal","Mike's data","Canada west",5,325,2,2,2,-0.509803921568627,70
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2004,1,18,0.05,"demersal","Mike's data","Canada west",5,325,3,2,2,-0.64,70
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2005,4,9,0.46,"demersal","Mike's data","Canada west",5,325,4,2,2,-0.5,70
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2006,1,8,0.17,"demersal","Mike's data","Canada west",5,325,5,2,2,-0.111111111111111,70
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2007,1,16,0.04,"demersal","Mike's data","Canada west",5,325,6,1,1,1,70
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2008,1,13,0.07,"demersal","Mike's data","Canada west",5,325,7,2,2,-0.1875,70
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2010,3,60,0.05,"demersal","Mike's data","Canada west",5,325,8,1,1,3.61538461538462,70
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2011,1,10,0.11,"demersal","Mike's data","Canada west",5,325,9,2,2,-0.833333333333333,70
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2012,0,30,0.01,"demersal","Mike's data","Canada west",5,325,10,1,1,2,70
"Sidestripe shrimp SMA 21off,23off","Canada west","Sidestripe shrimp SMA 21off,23off__full",2013,0,32,0.01,"demersal","Mike's data","Canada west",5,325,11,1,3,0.0666666666666667,70
"Sidestripe shrimp SMA 23in","Canada west","Sidestripe shrimp SMA 23in__full",2003,5,17,0.29,"demersal","Mike's data","Canada west",5,326,2,2,3,-0.0555555555555556,71
"Sidestripe shrimp SMA 23in","Canada west","Sidestripe shrimp SMA 23in__full",2004,3,8,0.34,"demersal","Mike's data","Canada west",5,326,3,2,2,-0.529411764705882,71
"Sidestripe shrimp SMA 23in","Canada west","Sidestripe shrimp SMA 23in__full",2005,2,4,0.37,"demersal","Mike's data","Canada west",5,326,4,2,2,-0.5,71
"Sidestripe shrimp SMA 23in","Canada west","Sidestripe shrimp SMA 23in__full",2006,1,4,0.16,"demersal","Mike's data","Canada west",5,326,5,1,3,0,71
"Sidestripe shrimp SMA 23in","Canada west","Sidestripe shrimp SMA 23in__full",2007,1,5,0.14,"demersal","Mike's data","Canada west",5,326,6,1,1,0.25,71
"Sidestripe shrimp SMA 23in","Canada west","Sidestripe shrimp SMA 23in__full",2008,2,16,0.1,"demersal","Mike's data","Canada west",5,326,7,1,1,2.2,71
"Sidestripe shrimp SMA 23in","Canada west","Sidestripe shrimp SMA 23in__full",2009,2,20,0.09,"demersal","Mike's data","Canada west",5,326,8,1,1,0.25,71
"Sidestripe shrimp SMA 23in","Canada west","Sidestripe shrimp SMA 23in__full",2013,0,16,0.03,"demersal","Mike's data","Canada west",5,326,9,2,2,-0.2,71
"Sidestripe shrimp SMA 23in","Canada west","Sidestripe shrimp SMA 23in__full",2015,0,6,0.07,"demersal","Mike's data","Canada west",5,326,10,2,2,-0.625,71
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2000,32,42,0.78,"demersal","Mike's data","Canada west",5,327,2,1,1,0.272727272727273,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2001,19,18,1.03,"demersal","Mike's data","Canada west",5,327,3,2,2,-0.571428571428571,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2002,24,23,1.02,"demersal","Mike's data","Canada west",5,327,4,1,1,0.277777777777778,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2003,12,23,0.53,"demersal","Mike's data","Canada west",5,327,5,1,3,0,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2004,4,19,0.21,"demersal","Mike's data","Canada west",5,327,6,2,2,-0.173913043478261,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2005,15,14,1.08,"demersal","Mike's data","Canada west",5,327,7,2,2,-0.263157894736842,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2006,6,14,0.45,"demersal","Mike's data","Canada west",5,327,8,1,3,0,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2007,2,14,0.14,"demersal","Mike's data","Canada west",5,327,9,1,3,0,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2008,6,14,0.43,"demersal","Mike's data","Canada west",5,327,10,1,3,0,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2009,2,14,0.16,"demersal","Mike's data","Canada west",5,327,11,1,3,0,72
"Sidestripe shrimp SMA 3in","Canada west","Sidestripe shrimp SMA 3in__full",2015,4,14,0.25,"demersal","Mike's data","Canada west",5,327,12,1,3,0,72
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",1999,19,23,0.83,"demersal","Mike's data","Canada west",5,328,2,2,2,-0.378378378378378,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2000,9,14,0.67,"demersal","Mike's data","Canada west",5,328,3,2,2,-0.391304347826087,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2001,12,14,0.87,"demersal","Mike's data","Canada west",5,328,4,1,3,0,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2002,15,14,1.04,"demersal","Mike's data","Canada west",5,328,5,1,3,0,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2003,11,10,1.08,"demersal","Mike's data","Canada west",5,328,6,2,2,-0.285714285714286,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2004,9,36,0.25,"demersal","Mike's data","Canada west",5,328,7,1,1,2.6,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2005,1,17,0.04,"demersal","Mike's data","Canada west",5,328,8,2,2,-0.527777777777778,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2006,5,15,0.34,"demersal","Mike's data","Canada west",5,328,9,2,2,-0.117647058823529,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2007,9,27,0.31,"demersal","Mike's data","Canada west",5,328,10,1,1,0.8,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2008,4,8,0.53,"demersal","Mike's data","Canada west",5,328,11,2,2,-0.703703703703704,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2012,1,17,0.08,"demersal","Mike's data","Canada west",5,328,12,1,1,1.125,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2014,6,44,0.13,"demersal","Mike's data","Canada west",5,328,13,1,1,1.58823529411765,73
"Sidestripe shrimp SMA 9in","Canada west","Sidestripe shrimp SMA 9in__full",2015,8,17,0.47,"demersal","Mike's data","Canada west",5,328,14,2,2,-0.613636363636364,73
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2004,7,26,0.27,"demersal","Mike's data","Canada west",5,329,2,2,2,-0.333333333333333,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2005,20,18,1.11,"demersal","Mike's data","Canada west",5,329,3,2,2,-0.307692307692308,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2006,40,84,0.47,"demersal","Mike's data","Canada west",5,329,4,1,1,3.66666666666667,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2007,20,34,0.61,"demersal","Mike's data","Canada west",5,329,5,2,2,-0.595238095238095,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2008,33,73,0.45,"demersal","Mike's data","Canada west",5,329,6,1,1,1.14705882352941,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2009,50,89,0.56,"demersal","Mike's data","Canada west",5,329,7,1,1,0.219178082191781,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2010,38,101,0.38,"demersal","Mike's data","Canada west",5,329,8,1,1,0.134831460674157,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2011,41,77,0.54,"demersal","Mike's data","Canada west",5,329,9,2,2,-0.237623762376238,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2012,48,109,0.44,"demersal","Mike's data","Canada west",5,329,10,1,1,0.415584415584416,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2013,88,93,0.95,"demersal","Mike's data","Canada west",5,329,11,2,2,-0.146788990825688,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2014,45,43,1.04,"demersal","Mike's data","Canada west",5,329,12,2,2,-0.537634408602151,74
"Sidestripe shrimp SMA FR","Canada west","Sidestripe shrimp SMA FR__full",2015,24,24,1.01,"demersal","Mike's data","Canada west",5,329,13,2,2,-0.441860465116279,74
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2002,31,54,0.57,"demersal","Mike's data","Canada west",5,330,2,1,1,0.125,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2003,18,21,0.86,"demersal","Mike's data","Canada west",5,330,3,2,2,-0.611111111111111,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2004,14,18,0.77,"demersal","Mike's data","Canada west",5,330,4,2,2,-0.142857142857143,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2005,10,17,0.56,"demersal","Mike's data","Canada west",5,330,5,2,3,-0.0555555555555556,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2006,9,17,0.53,"demersal","Mike's data","Canada west",5,330,6,1,3,0,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2007,6,15,0.41,"demersal","Mike's data","Canada west",5,330,7,2,2,-0.117647058823529,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2008,2,12,0.12,"demersal","Mike's data","Canada west",5,330,8,2,2,-0.2,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2010,16,70,0.23,"demersal","Mike's data","Canada west",5,330,9,1,1,4.83333333333333,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2011,24,53,0.44,"demersal","Mike's data","Canada west",5,330,10,2,2,-0.242857142857143,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2012,19,25,0.76,"demersal","Mike's data","Canada west",5,330,11,2,2,-0.528301886792453,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2013,9,33,0.29,"demersal","Mike's data","Canada west",5,330,12,1,1,0.32,75
"Sidestripe shrimp SMA GSTE","Canada west","Sidestripe shrimp SMA GSTE__full",2014,12,12,0.97,"demersal","Mike's data","Canada west",5,330,13,2,2,-0.636363636363636,75
